time_s,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,0.3285,-0.207,9.8079,-0.0,0.0,0.0
0.02,0.3375,-0.2134,9.7123,0.0,-0.0,0.0
0.04,0.3034,-0.1894,9.8469,-0.0,0.0,0.0
0.06,0.3699,-0.3128,9.78,-0.0,0.0,-0.0
0.08,0.3109,-0.2686,9.7652,0.0,-0.0,-0.0
0.1,0.3673,-0.3492,9.86,0.0,0.0,-0.0
0.12,0.3964,-0.3463,9.8038,-0.0,-0.0,0.0
0.14,0.3432,-0.3286,9.7296,0.0,-0.0,-0.0
0.16,0.3689,-0.2886,9.8336,0.0,0.0,-0.0
0.18,0.2624,-0.2879,9.7304,0.0,0.0,0.0
0.2,0.3714,-0.3453,9.8513,-0.0,0.0,-0.0
0.22,0.4272,-0.2219,9.8065,-0.0,-0.0,0.0
0.24,0.2903,-0.3383,9.8197,0.0,-0.0,-0.0
0.26,0.4089,-0.3602,9.7007,0.0,-0.0,0.0
0.28,0.3122,-0.3311,9.8588,-0.0,-0.0,-0.0
0.3,0.3082,-0.3773,9.72,-0.0,-0.0,0.0
0.32,0.3925,-0.2803,9.7678,-0.0,-0.0,-0.0
0.34,0.3165,-0.3163,9.772,0.0,-0.0,0.0
0.36,0.2743,-0.3345,9.7561,-0.0,0.0,0.0
0.38,0.3315,-0.3284,9.8496,0.0,0.0,0.0
0.4,0.3562,-0.3051,9.8,-0.0,0.0,-0.0
0.42,0.3285,-0.3203,9.7949,0.0,-0.0,-0.0
0.44,0.3123,-0.2632,9.7942,0.0,-0.0,0.0
0.46,0.3582,-0.232,9.872,-0.0,0.0,0.0
0.48,0.3226,-0.2492,9.7262,-0.0,0.0,0.0
0.5,0.3311,-0.2616,9.764,-0.0,0.0,0.0
0.52,0.3267,-0.3299,9.8428,0.0,-0.0,-0.0
0.54,0.3416,-0.311,9.8072,-0.0,-0.0,-0.0
0.56,0.3306,-0.3545,9.8062,-0.0,0.0,-0.0
0.58,0.2917,-0.2665,9.7992,-0.0,-0.0,-0.0
0.6,0.3988,-0.2882,9.8473,-0.0,-0.0,0.0
0.62,0.2772,-0.254,9.8753,-0.0,-0.0,0.0
0.64,0.3154,-0.2407,9.8515,0.0,0.0,0.0
0.66,0.3485,-0.2856,9.7311,0.0,0.0,0.0
0.68,0.3986,-0.1566,9.7655,0.0,0.0,-0.0
0.7,0.3493,-0.2661,9.7892,0.0,0.0,0.0
0.72,0.3634,-0.3323,9.7905,0.0,0.0,0.0
0.74,0.3364,-0.3135,9.7728,0.0,-0.0,-0.0
0.76,0.3276,-0.269,9.6902,-0.0,-0.0,-0.0
0.78,0.3354,-0.2608,9.8372,-0.0,-0.0,0.0
0.8,0.3284,-0.311,9.7975,0.0,0.0,-0.0
0.82,0.3803,-0.3486,9.8111,-0.0,0.0,0.0
0.84,0.3704,-0.2329,9.846,-0.0,-0.0,0.0
0.86,0.3453,-0.2805,9.7788,-0.0,0.0,0.0
0.88,0.3703,-0.2871,9.7458,0.0,0.0,-0.0
0.9,0.3723,-0.341,9.7752,-0.0,-0.0,-0.0
0.92,0.3209,-0.2639,9.8382,-0.0,-0.0,0.0
0.94,0.3629,-0.2747,9.7727,0.0,-0.0,-0.0
0.96,0.3095,-0.297,9.7608,-0.0,-0.0,0.0
0.98,0.3146,-0.2625,9.8239,-0.0,-0.0,0.0
1.0,0.3649,-0.2055,9.7988,-0.0,0.0,0.0
1.02,0.2463,-0.2265,9.8193,-0.0,0.0,0.0
1.04,0.3314,-0.2918,9.7683,-0.0,-0.0,-0.0
1.06,0.3216,-0.2361,9.7943,0.0,-0.0,-0.0
1.08,0.3683,-0.2941,9.8132,0.0,0.0,-0.0
1.1,0.334,-0.2872,9.7455,-0.0,0.0,0.0
1.12,0.3237,-0.2488,9.8175,0.0,0.0,-0.0
1.14,0.3108,-0.3137,9.8816,-0.0,0.0,0.0
